muncod2;ufmun;VotBol2018;Obtos_100khabit
420650;SC-GUARAMIRIM;0,8112;158,4149579
420660;SC-GUARUJÁ DO SUL;0,6405;135,6589147
420665;SC-GUATAMBÚ;0,4581;318,877551
420670;SC-HERVAL D'OESTE;0,7374;216,7566133
420675;SC-IBIAM;0,658;204,3944813
420680;SC-IBICARÉ;0,7734;218,6133666
420690;SC-IBIRAMA;0,8277;137,2031662
420700;SC-IÇARA;0,8266;161,2874639
420710;SC-ILHOTA;0,8423;183,3051325
420720;SC-IMARUÍ;0,6425;167,7355698
420730;SC-IMBITUBA;0,6952;225,1800326
420740;SC-IMBUIA;0,7664;161,3684041
420750;SC-INDAIAL;0,8646;158,4443644
420757;SC-IOMERÊ;0,7947;271,6468591
420760;SC-IPIRA;0,6176;112,4606388
420765;SC-IPORÃ DO OESTE;0,6673;88,92841263
420768;SC-IPUAÇU;0,3255;146,393399
420770;SC-IPUMIRIM;0,5776;105,3602002
420775;SC-IRACEMINHA;0,6969;25,15090543
420780;SC-IRANI;0,6129;124,7720511
420785;SC-IRATI;0,4973;362,6943005
420790;SC-IRINEÓPOLIS;0,6424;89,11067546
420800;SC-ITÁ;0,5569;243,1512401
420810;SC-ITAIÓPOLIS;0,7729;175,3657298
420820;SC-ITAJAÍ;0,8136;276,9477443
420830;SC-ITAPEMA;0,8299;335,3135718
420840;SC-ITAPIRANGA;0,7247;82,97771456
420845;SC-ITAPOÁ;0,7702;286,7418351
420850;SC-ITUPORANGA;0,8394;219,2457945
420860;SC-JABORÁ;0,7469;177,8455285
420870;SC-JACINTO MACHADO;0,8077;278,4178187
420880;SC-JAGUARUNA;0,8057;249,7003596
420890;SC-JARAGUÁ DO SUL;0,8323;168,8267106
420895;SC-JARDINÓPOLIS;0,5802;254,7770701
420900;SC-JOAÇABA;0,7867;185,9353211
420910;SC-JOINVILLE;0,8318;240,8267368
420915;SC-JOSÉ BOITEUX;0,6784;100,060036
420917;SC-JUPIÁ;0,5418;190,3855307
420920;SC-LACERDÓPOLIS;0,7939;178,09439
420930;SC-LAGES;0,7383;271,0353933
420940;SC-LAGUNA;0,72;281,5733182
420945;SC-LAJEADO GRANDE;0,6675;350,385424
420950;SC-LAURENTINO;0,8367;71,73601148
420960;SC-LAURO MULLER;0,8098;223,0385726
420970;SC-LEBON RÉGIS;0,4303;388,2051706
420980;SC-LEOBERTO LEAL;0,7188;65,76783953
420985;SC-LINDÓIA DO SUL;0,6308;241,0694718
420990;SC-LONTRAS;0,8332;131,9043693
421000;SC-LUIZ ALVES;0,8716;85,54319932
421003;SC-LUZERNA;0,8424;175,9014952
421005;SC-MACIEIRA;0,5842;281,6901408
421010;SC-MAFRA;0,808;129,6809493
421020;SC-MAJOR GERCINO;0,7548;203,3701336
421030;SC-MAJOR VIEIRA;0,6466;37,02332469
421040;SC-MARACAJÁ;0,7701;233,1002331
421050;SC-MARAVILHA;0,7189;190,202624
421055;SC-MAREMA;0,6017;667,7796327
421060;SC-MASSARANDUBA;0,8677;106,4081343
421070;SC-MATOS COSTA;0,4605;79,36507937
421080;SC-MELEIRO;0,856;256,593015
421085;SC-MIRIM DOCE;0,7526;173,2351667
421090;SC-MODELO;0,6162;261,3447375
421100;SC-MONDAÍ;0,6158;76,64793051
421105;SC-MONTE CARLO;0,5113;324,3462396
421110;SC-MONTE CASTELO;0,6343;157,0996979
421120;SC-MORRO DA FUMAÇA;0,8647;196,6734098
421125;SC-MORRO GRANDE;0,8646;138,264777
421130;SC-NAVEGANTES;0,784;191,469776
421140;SC-NOVA ERECHIM;0,6052;159,3943017
421145;SC-NOVA ITABERABA;0,4873;69,26806742
421150;SC-NOVA TRENTO;0,8712;82,47989553
421160;SC-NOVA VENEZA;0,8433;151,6550178
421165;SC-NOVO HORIZONTE;0,5522;0
421170;SC-ORLEANS;0,8646;261,8715084
421175;SC-OTACÍLIO COSTA;0,7448;277,4221084
421180;SC-OURO;0,7432;219,3283071
421185;SC-OURO VERDE;0,6221;451,059991
421187;SC-PAIAL;0,4993;199,3355482
421189;SC-PAINEL;0,5807;211,9542179
421190;SC-PALHOÇA;0,757;180,4455258
421200;SC-PALMA SOLA;0,4437;215,5462751
421205;SC-PALMEIRA;0,7089;38,06623525
421210;SC-PALMITOS;0,6941;222,6482776
421220;SC-PAPANDUVA;0,6326;181,1594203
421223;SC-PARAÍSO;0,5464;145,4757056
421225;SC-PASSO DE TORRES;0,7214;260,6823076
421227;SC-PASSOS MAIA;0,4616;241,1381722
421230;SC-PAULO LOPES;0,7433;173,472111
421240;SC-PEDRAS GRANDES;0,8777;503,0181087
421250;SC-PENHA;0,8396;233,6233131
421260;SC-PERITIBA;0,7408;107,6426265
421265;SC-PESCARIA BRAVA;0,7111;227,9258745
421270;SC-PETROLÂNDIA;0,8198;286,3399023
421280;SC-PIÇARRAS;0,8159;190,0894284
421290;SC-PINHALZINHO;0,6168;157,5345838
421300;SC-PINHEIRO PRETO;0,6814;168,7763713
421310;SC-PIRATUBA;0,7209;259,4706798
421315;SC-PLANALTO ALEGRE;0,4512;313,5888502
421320;SC-POMERODE;0,8716;173,4086764
421330;SC-PONTE ALTA;0,6068;234,9423323
421335;SC-PONTE ALTA DO NORTE;0,5929;117,1646163
421340;SC-PONTE SERRADA;0,4998;353,6616924
421350;SC-PORTO BELO;0,8201;191,6962783
421360;SC-PORTO UNIÃO;0,7483;144,0759365
421370;SC-POUSO REDONDO;0,8216;137,5121756
421380;SC-PRAIA GRANDE;0,6368;177,6198934
421390;SC-PRESIDENTE CASTELO BRANCO;0,8014;255,1020408
421400;SC-PRESIDENTE GETÚLIO;0,838;148,8180413
421410;SC-PRESIDENTE NEREU;0,7869;131,1762134
421415;SC-PRINCESA;0,6214;136,7989056
421420;SC-QUILOMBO;0,5102;394,4573683
421430;SC-RANCHO QUEIMADO;0,7889;69,49270327
421440;SC-RIO DAS ANTAS;0,7538;145,0443191
421450;SC-RIO DO CAMPO;0,7797;117,8451178
421460;SC-RIO DO OESTE;0,7596;106,8233409
421470;SC-RIO DOS CEDROS;0,8701;188,420692
421480;SC-RIO DO SUL;0,8294;136,5024416
421490;SC-RIO FORTUNA;0,8963;130,1236174
421500;SC-RIO NEGRINHO;0,8283;172,5686729
421505;SC-RIO RUFINO;0,6366;201,3693113
421507;SC-RIQUEZA;0,5671;304,4802088
421510;SC-RODEIO;0,8776;199,1169596
421520;SC-ROMELÂNDIA;0,5375;83,57709987
421530;SC-SALETE;0,79;104,6846375
421535;SC-SALTINHO;0,3729;79,34408887
421540;SC-SALTO VELOSO;0,7101;169,5633743
421545;SC-SANGÃO;0,8518;86,76447389
421550;SC-SANTA CECÍLIA;0,6281;101,010101
421555;SC-SANTA HELENA;0,5519;89,96851102
421560;SC-SANTA ROSA DE LIMA;0,7473;233,426704
421565;SC-SANTA ROSA DO SUL;0,7748;275,1854511
421567;SC-SANTA TEREZINHA;0,716;22,76089678
421568;SC-SANTA TEREZINHA DO PROGRESSO;0,4021;123,5584843
421569;SC-SANTIAGO DO SUL;0,4746;158,7301587
421570;SC-SANTO AMARO DA IMPERATRIZ;0,7609;288,2340288
421575;SC-SÃO BERNARDINO;0,4304;128,4246575
421580;SC-SÃO BENTO DO SUL;0,851;140,8167371
421590;SC-SÃO BONIFÁCIO;0,8467;246,6525722
421600;SC-SÃO CARLOS;0,6224;159,5603227
421605;SC-SÃO CRISTOVÃO DO SUL;0,634;198,233916
421610;SC-SÃO DOMINGOS;0,5744;179,9894124
421620;SC-SÃO FRANCISCO DO SUL;0,7831;235,2003945
421625;SC-SÃO JOÃO DO OESTE;0,7884;109,7006739
421630;SC-SÃO JOÃO BATISTA;0,8719;203,0782386
421635;SC-SÃO JOÃO DO ITAPERIÚ;0,8661;321,457273
421640;SC-SÃO JOÃO DO SUL;0,7819;178,1554063
421650;SC-SÃO JOAQUIM;0,6645;233,7488869
421660;SC-SÃO JOSÉ;0,7324;215,7462305
421670;SC-SÃO JOSÉ DO CEDRO;0,7163;130,1612553
421680;SC-SÃO JOSÉ DO CERRITO;0,4568;108,4990958
421690;SC-SÃO LOURENÇO DO OESTE;0,6496;141,2194717
421700;SC-SÃO LUDGERO;0,8676;216,256525
421710;SC-SÃO MARTINHO;0,8764;440,2515723
421715;SC-SÃO MIGUEL DA BOA VISTA;0,4792;164,8351648
421720;SC-SÃO MIGUEL DO OESTE;0,6857;125,9819179
421725;SC-SÃO PEDRO DE ALCÂNTARA;0,8291;137,386227
421730;SC-SAUDADES;0,6274;71,83170857
421740;SC-SCHROEDER;0,8341;135,7360168
421750;SC-SEARA;0,6102;125,4204435
421755;SC-SERRA ALTA;0,6267;122,5865768
421760;SC-SIDERÓPOLIS;0,8133;292,7107875
421770;SC-SOMBRIO;0,7797;217,2911042
421775;SC-SUL BRASIL;0,5093;162,5355547
421780;SC-TAIÓ;0,84;97,85267736
421790;SC-TANGARÁ;0,7475;242,0470263
421795;SC-TIGRINHOS;0,5313;0
421800;SC-TIJUCAS;0,8115;221,313823
421810;SC-TIMBÉ DO SUL;0,7854;261,7801047
421820;SC-TIMBÓ;0,8962;174,0585017
421825;SC-TIMBÓ GRANDE;0,4853;177,7326393
421830;SC-TRÊS BARRAS;0,7004;249,0272374
421835;SC-TREVISO;0,8422;254,517689
421840;SC-TREZE DE MAIO;0,8924;127,100692
421850;SC-TREZE TÍLIAS;0,8034;127,5510204
421860;SC-TROMBUDO CENTRAL;0,8344;271,7391304
421870;SC-TUBARÃO;0,8341;351,9860719
421875;SC-TUNÁPOLIS;0,7649;132,0713185
421880;SC-TURVO;0,8728;139,5457012
421885;SC-UNIÃO DO OESTE;0,599;446,4285714
421890;SC-URUBICI;0,7661;204,717401
421895;SC-URUPEMA;0,6299;121,703854
421900;SC-URUSSANGA;0,8678;230,3930788
421910;SC-VARGEÃO;0,5322;111,9507417
421915;SC-VARGEM;0,4897;121,1142511
421917;SC-VARGEM BONITA;0,6491;155,8325913
421920;SC-VIDAL RAMOS;0,7558;126,2227832
421930;SC-VIDEIRA;0,7755;186,5636484
421935;SC-VITOR MEIRELES;0,6889;60,25306286
421940;SC-WITMARSUM;0,7721;100,8827238
421950;SC-XANXERÊ;0,6047;288,3370601
421960;SC-XAVANTINA;0,5783;127,1294177
421970;SC-XAXIM;0,6538;358,8100049
421985;SC-ZORTÉA;0,653;297,3535534
422000;SC-BALNEÁRIO RINCÃO;0,7492;297,8056426
430003;RS-ACEGUÁ;0,6292;81,61599674
430005;RS-ÁGUA SANTA;0,6944;293,4898613
430010;RS-AGUDO;0,6048;133,6492315
430020;RS-AJURICABA;0,6559;327,4487472
430030;RS-ALECRIM;0,5523;184,8739496
430040;RS-ALEGRETE;0,541;303,0344209
430045;RS-ALEGRIA;0,5184;57,73672055
430047;RS-ALMIRANTE TAMANDARÉ DO SUL;0,617;152,7494908
430050;RS-ALPESTRE;0,4915;111,8568233
430055;RS-ALTO ALEGRE;0,5685;61,05006105
430057;RS-ALTO FELIZ;0,798;66,05019815
430060;RS-ALVORADA;0,6179;325,2419106
430063;RS-AMARAL FERRADOR;0,5086;85,33636752
430064;RS-AMETISTA DO SUL;0,5226;175,4622756
430066;RS-ANDRÉ DA ROCHA;0,7503;0
430070;RS-ANTA GORDA;0,8396;66,87844842
430080;RS-ANTÔNIO PRADO;0,8509;145,5938697
430085;RS-ARAMBARÉ;0,6218;195,476124
430087;RS-ARARICÁ;0,6867;421,2004212
430090;RS-ARATIBA;0,5753;96,23095429
430100;RS-ARROIO DO MEIO;0,7319;173,035328
430105;RS-ARROIO DO SAL;0,733;327,8688525
430107;RS-ARROIO DO PADRE;0,8246;102,145046
430110;RS-ARROIO DOS RATOS;0,5366;219,0657904
430120;RS-ARROIO DO TIGRE;0,5876;142,07732
430130;RS-ARROIO GRANDE;0,4493;267,8620237
430140;RS-ARVOREZINHA;0,6955;230,2379125
430150;RS-AUGUSTO PESTANA;0,676;120,1020868
430155;RS-ÁUREA;0,5955;84,41193022
430160;RS-BAGÉ;0,566;184,0799716
430163;RS-BALNEÁRIO PINHAL;0,6542;284,3332386
430165;RS-BARÃO;0,7554;129,6386323
430170;RS-BARÃO DE COTEGIPE;0,6338;105,6922845
430175;RS-BARÃO DO TRIUNFO;0,6298;80,13890744
430180;RS-BARRACÃO;0,5301;246,4454976
430185;RS-BARRA DO GUARITA;0,4462;215,5172414
430187;RS-BARRA DO QUARAÍ;0,5079;118,623962
430190;RS-BARRA DO RIBEIRO;0,6057;348,3804017
430192;RS-BARRA DO RIO AZUL;0,4928;59,17159763
430195;RS-BARRA FUNDA;0,6167;315,084679
430200;RS-BARROS CASSAL;0,5088;62,50558086
430205;RS-BENJAMIN CONSTANT DO SUL;0,3479;0
430210;RS-BENTO GONÇALVES;0,815;224,1519584
430215;RS-BOA VISTA DAS MISSÕES;0,4756;190,6577693
430220;RS-BOA VISTA DO BURICÁ;0,6725;119,1895113
430222;RS-BOA VISTA DO CADEADO;0,7059;80,97165992
430223;RS-BOA VISTA DO INCRA;0,6152;153,6688436
430225;RS-BOA VISTA DO SUL;0,8028;107,797341
430230;RS-BOM JESUS;0,5629;132,1702353
430235;RS-BOM PRINCÍPIO;0,8326;184,9875489
430237;RS-BOM PROGRESSO;0,5012;154,4799176
430240;RS-BOM RETIRO DO SUL;0,7146;202,7903958
430245;RS-BOQUEIRÃO DO LEÃO;0,5222;362,9764065
430250;RS-BOSSOROCA;0,4619;318,5220577
430258;RS-BOZANO;0,6702;329,7220914
430260;RS-BRAGA;0,4226;178,944229
430265;RS-BROCHIER;0,675;59,12495073
430270;RS-BUTIÁ;0,5642;229,2154147
430280;RS-CAÇAPAVA DO SUL;0,4752;211,1586962
430290;RS-CACEQUI;0,4642;47,76689754
430300;RS-CACHOEIRA DO SUL;0,6642;142,3340349
430310;RS-CACHOEIRINHA;0,6963;293,9528601
430320;RS-CACIQUE DOBLE;0,605;177,6900296
430330;RS-CAIBATÉ;0,4675;144,4490301
430340;RS-CAIÇARA;0,5702;168,6696184
430350;RS-CAMAQUÃ;0,6542;190,157106
430355;RS-CAMARGO;0,6977;182,9491401
430360;RS-CAMBARÁ DO SUL;0,7155;155,4968123
430367;RS-CAMPESTRE DA SERRA;0,8574;0
430370;RS-CAMPINA DAS MISSÕES;0,5674;164,4135915
430380;RS-CAMPINAS DO SUL;0,7584;91,67583425
430390;RS-CAMPO BOM;0,7497;353,7594436
430400;RS-CAMPO NOVO;0,4787;267,618198
430410;RS-CAMPOS BORGES;0,5393;150,6024096
430420;RS-CANDELÁRIA;0,6294;194,4842978
430430;RS-CÂNDIDO GODÓI;0,7022;32,2684737
430435;RS-CANDIOTA;0,3626;104,3405676
430440;RS-CANELA;0,7699;360,0160007
430450;RS-CANGUÇU;0,5904;121,3310732
430460;RS-CANOAS;0,6549;399,8661343
430461;RS-CANUDOS DO VALE;0,4575;174,8251748
430462;RS-CAPÃO BONITO DO SUL;0,5314;241,8379686
430463;RS-CAPÃO DA CANOA;0,7259;335,5388414
430465;RS-CAPÃO DO CIPÓ;0,4629;109,5590249
430466;RS-CAPÃO DO LEÃO;0,5226;248,4815019
430467;RS-CAPIVARI DO SUL;0,6314;128,7553648
430468;RS-CAPELA DE SANTANA;0,5883;142,3785595
430469;RS-CAPITÃO;0,6807;72,54261879
430470;RS-CARAZINHO;0,6648;260,827564
430471;RS-CARAÁ;0,6287;266,0217654
430480;RS-CARLOS BARBOSA;0,8001;134,0797104
430485;RS-CARLOS GOMES;0,4788;72,62164125
430490;RS-CASCA;0,7429;199,3134758
430495;RS-CASEIROS;0,6217;343,5352904
430500;RS-CATUÍPE;0,5969;216,5488945
430510;RS-CAXIAS DO SUL;0,7507;190,2502613
430511;RS-CENTENÁRIO;0,5058;69,18021446
430512;RS-CERRITO;0,4449;180,5943195
430513;RS-CERRO BRANCO;0,6066;42,63483266
430515;RS-CERRO GRANDE;0,3515;259,6278667
430517;RS-CERRO GRANDE DO SUL;0,5564;122,5590326
430520;RS-CERRO LARGO;0,5457;155,6640487
430530;RS-CHAPADA;0,6379;172,6184054
430535;RS-CHARQUEADAS;0,5578;205,9378754
430537;RS-CHARRUA;0,5365;365,9652333
430540;RS-CHIAPETTA;0,5682;425,9850905
430543;RS-CHUÍ;0,434;29,83293556
430544;RS-CHUVISCA;0,6679;55,13692336
430545;RS-CIDREIRA;0,612;393,749231
430550;RS-CIRÍACO;0,6152;358,1209185
430558;RS-COLINAS;0,7775;82,03445447
430560;RS-COLORADO;0,7275;251,9685039
430570;RS-CONDOR;0,6215;88,84940027
430580;RS-CONSTANTINA;0,544;141,257189
430583;RS-COQUEIRO BAIXO;0,8019;133,2445037
430585;RS-COQUEIROS DO SUL;0,7068;86,73026886
430587;RS-CORONEL BARROS;0,6606;79,39658595
430590;RS-CORONEL BICACO;0,4722;382,2525597
430593;RS-CORONEL PILAR;0,8072;245,7002457
430595;RS-COTIPORÃ;0,8204;103,8152089
430597;RS-COXILHA;0,5778;362,8447025
430600;RS-CRISSIUMAL;0,5647;104,1046996
430605;RS-CRISTAL;0,5579;199,7752528
430607;RS-CRISTAL DO SUL;0,3975;70,24938532
430610;RS-CRUZ ALTA;0,611;267,0027695
430613;RS-CRUZALTENSE;0,6815;218,2214948
430620;RS-CRUZEIRO DO SUL;0,6993;267,249757
430630;RS-DAVID CANABARRO;0,5914;168,7763713
430632;RS-DERRUBADAS;0,5285;178,2531194
430635;RS-DEZESSEIS DE NOVEMBRO;0,491;41,20313144
430637;RS-DILERMANDO DE AGUIAR;0,5745;99,535501
430640;RS-DOIS IRMÃOS;0,7092;183,6491078
430642;RS-DOIS IRMÃOS DAS MISSÕES;0,4541;148,0750247
430645;RS-DOIS LAJEADOS;0,7835;29,41176471
430650;RS-DOM FELICIANO;0,4938;116,776956
430655;RS-DOM PEDRO DE ALCÂNTARA;0,6983;276,2430939
430660;RS-DOM PEDRITO;0,5146;182,002548
430670;RS-DONA FRANCISCA;0,5898;197,3035186
430673;RS-DOUTOR MAURÍCIO CARDOSO;0,6188;263,7942405
430675;RS-DOUTOR RICARDO;0,7437;151,2859304
430676;RS-ELDORADO DO SUL;0,5859;280,9737193
430680;RS-ENCANTADO;0,7591;211,3978684
430690;RS-ENCRUZILHADA DO SUL;0,4648;193,22178
430692;RS-ENGENHO VELHO;0,4635;193,4235977
430693;RS-ENTRE-IJUÍS;0,5654;212,3893805
430695;RS-ENTRE RIOS DO SUL;0,527;143,2664756
430697;RS-EREBANGO;0,6003;66,86726847
430700;RS-ERECHIM;0,7193;143,5831554
430705;RS-ERNESTINA;0,6008;220,959596
430710;RS-HERVAL;0,3448;219,9091042
430720;RS-ERVAL GRANDE;0,4775;144,0625643
430730;RS-ERVAL SECO;0,4618;72,33796296
430740;RS-ESMERALDA;0,5852;91,40767824
430745;RS-ESPERANÇA DO SUL;0,4554;273,4107997
430750;RS-ESPUMOSO;0,5967;237,3620734
430755;RS-ESTAÇÃO;0,7037;218,1940248
430760;RS-ESTÂNCIA VELHA;0,7775;243,8926872
430770;RS-ESTEIO;0,6179;403,8364462
430780;RS-ESTRELA;0,7743;202,2511432
430781;RS-ESTRELA VELHA;0,5702;82,07934337
430783;RS-EUGÊNIO DE CASTRO;0,6089;208,6811352
430786;RS-FAGUNDES VARELA;0,8404;73,23324789
430790;RS-FARROUPILHA;0,8007;160,3738369
430800;RS-FAXINAL DO SOTURNO;0,6306;134,7910738
430805;RS-FAXINALZINHO;0,5775;215,9827214
430807;RS-FAZENDA VILANOVA;0,6391;154,4231193
430810;RS-FELIZ;0,7457;162,3975788
430820;RS-FLORES DA CUNHA;0,8789;162,6280696
430825;RS-FLORIANO PEIXOTO;0,5126;56,62514156
430830;RS-FONTOURA XAVIER;0,4175;164,984472
430840;RS-FORMIGUEIRO;0,5376;90,03601441
430843;RS-FORQUETINHA;0,7009;290,2155887
430845;RS-FORTALEZA DOS VALOS;0,5999;185,1851852
430850;RS-FREDERICO WESTPHALEN;0,6344;185,2265832
430860;RS-GARIBALDI;0,806;162,5320787
430865;RS-GARRUCHOS;0,377;136,7989056
430870;RS-GAURAMA;0,7276;36,14022407
430880;RS-GENERAL CÂMARA;0,5467;250,4472272
430885;RS-GENTIL;0,7437;305,997552
430890;RS-GETÚLIO VARGAS;0,733;178,8798421
430900;RS-GIRUÁ;0,6106;218,6953262
430905;RS-GLORINHA;0,7603;296,3694739
430910;RS-GRAMADO;0,825;350,5188783
430912;RS-GRAMADO DOS LOUREIROS;0,3896;144,092219
430915;RS-GRAMADO XAVIER;0,4316;69,36416185
430920;RS-GRAVATAÍ;0,7146;258,9523265
430925;RS-GUABIJU;0,8016;0
430930;RS-GUAÍBA;0,6102;278,165534
430940;RS-GUAPORÉ;0,7947;202,122284
430950;RS-GUARANI DAS MISSÕES;0,5511;159,2145416
430955;RS-HARMONIA;0,7662;123,3045623
430957;RS-HERVEIRAS;0,3608;99,40357853
430960;RS-HORIZONTINA;0,696;118,9921879
430965;RS-HULHA NEGRA;0,3938;44,27390791
430970;RS-HUMAITÁ;0,62;83,99832003
430975;RS-IBARAMA;0,5082;136,1779392
430980;RS-IBIAÇÁ;0,6925;212,359312
430990;RS-IBIRAIARAS;0,7096;330,487469
430995;RS-IBIRAPUITÃ;0,533;299,0281585
431000;RS-IBIRUBÁ;0,7084;299,7542998
431010;RS-IGREJINHA;0,7361;281,8504567
431020;RS-IJUÍ;0,6194;214,4354597
431030;RS-ILÓPOLIS;0,801;122,6091221
431033;RS-IMBÉ;0,6806;486,8421053
431036;RS-IMIGRANTE;0,7238;128,2051282
431040;RS-INDEPENDÊNCIA;0,6217;113,507378
431041;RS-INHACORÁ;0,4769;134,7708895
431043;RS-IPÊ;0,816;90,36144578
431046;RS-IPIRANGA DO SUL;0,7805;105,8761249
431050;RS-IRAÍ;0,5036;124,2922248
431053;RS-ITAARA;0,6522;218,2214948
431055;RS-ITACURUBI;0,4727;115,4401154
431057;RS-ITAPUCA;0,5996;95,51098376
431060;RS-ITAQUI;0,5998;116,9590643
431065;RS-ITATI;0,6066;413,3939644
431070;RS-ITATIBA DO SUL;0,3734;60,16847172
431075;RS-IVORÁ;0,5804;52,35602094
431080;RS-IVOTI;0,7653;226,4026674
431085;RS-JABOTICABA;0,4919;104,9868766
431087;RS-JACUIZINHO;0,3894;37,14710253
431090;RS-JACUTINGA;0,665;28,08199944
431100;RS-JAGUARÃO;0,5421;168,6656672
431110;RS-JAGUARI;0,6267;267,3303835
431112;RS-JAQUIRANA;0,559;242,1959096
431113;RS-JARI;0,414;85,64087925
431115;RS-JÓIA;0,4231;175,2336449
431120;RS-JÚLIO DE CASTILHOS;0,4907;145,1303582
431123;RS-LAGOA BONITA DO SUL;0,4772;34,44712367
431125;RS-LAGOÃO;0,3391;185,9888407
431127;RS-LAGOA DOS TRÊS CANTOS;0,7537;310,7520199
431130;RS-LAGOA VERMELHA;0,6452;262,5238249
431140;RS-LAJEADO;0,7165;208,2986169
431142;RS-LAJEADO DO BUGRE;0,3781;507,0202808
431150;RS-LAVRAS DO SUL;0,449;106,9518717
431160;RS-LIBERATO SALZANO;0,3891;191,6075877
431162;RS-LINDOLFO COLLOR;0,5888;214,7340601
431164;RS-LINHA NOVA;0,7432;58,34305718
431170;RS-MACHADINHO;0,604;146,9237833
431171;RS-MAÇAMBARA;0,5083;87,2029649
431173;RS-MAMPITUBA;0,5116;100,63737
431175;RS-MANOEL VIANA;0,4657;137,0050692
431177;RS-MAQUINÉ;0,5546;268,0965147
431179;RS-MARATÁ;0,7757;111,4827202
431180;RS-MARAU;0,7538;185,684201
431190;RS-MARCELINO RAMOS;0,5911;136,3016811
431198;RS-MARIANA PIMENTEL;0,6499;77,22007722
431200;RS-MARIANO MORO;0,5017;196,9473166
431205;RS-MARQUES DE SOUZA;0,6663;174,6071339
431210;RS-MATA;0,5226;103,669915
431213;RS-MATO CASTELHANO;0,7256;433,0708661
431215;RS-MATO LEITÃO;0,6773;132,8903654
431217;RS-MATO QUEIMADO;0,5351;182,038835
431220;RS-MAXIMILIANO DE ALMEIDA;0,7016;251,3136852
431225;RS-MINAS DO LEÃO;0,6068;111,4551084
431230;RS-MIRAGUAÍ;0,4232;203,0456853
431235;RS-MONTAURI;0,7698;481,761872
431237;RS-MONTE ALEGRE DOS CAMPOS;0,6564;92,99442033
431238;RS-MONTE BELO DO SUL;0,8678;156,9858713
431240;RS-MONTENEGRO;0,6735;214,5133611
431242;RS-MORMAÇO;0,6014;129,6596434
431244;RS-MORRINHOS DO SUL;0,7106;135,6391997
431245;RS-MORRO REDONDO;0,6285;182,7040195
431247;RS-MORRO REUTER;0,8175;202,9030748
431250;RS-MOSTARDAS;0,5939;132,7710091
431260;RS-MUÇUM;0,8119;242,2285022
431261;RS-MUITOS CAPÕES;0,7568;189,7533207
431262;RS-MULITERNO;0,5034;52,8262018
431265;RS-NÃO-ME-TOQUE;0,6942;249,6595552
431267;RS-NICOLAU VERGUEIRO;0,6716;178,3590963
431270;RS-NONOAI;0,5047;359,1278324
431275;RS-NOVA ALVORADA;0,7182;137,9310345
431280;RS-NOVA ARAÇÁ;0,8355;147,0897247
431290;RS-NOVA BASSANO;0,8655;121,0165389
431295;RS-NOVA BOA VISTA;0,6472;56,33802817
431300;RS-NOVA BRÉSCIA;0,8165;330,3303303
431301;RS-NOVA CANDELÁRIA;0,689;148,2579689
431303;RS-NOVA ESPERANÇA DO SUL;0,6314;112,1076233
431306;RS-NOVA HARTZ;0,6735;254,4529262
431308;RS-NOVA PÁDUA;0,9296;313,3568351
431310;RS-NOVA PALMA;0,5984;138,2063882
431320;RS-NOVA PETRÓPOLIS;0,83;243,5254999
431330;RS-NOVA PRATA;0,8201;135,7449463
431333;RS-NOVA RAMADA;0,6055;89,20606601
431335;RS-NOVA ROMA DO SUL;0,7987;81,32285172
431337;RS-NOVA SANTA RITA;0,6376;262,7986348
431339;RS-NOVO CABRAIS;0,6201;142,993327
431340;RS-NOVO HAMBURGO;0,7546;319,3541589
431342;RS-NOVO MACHADO;0,6362;30,0932892
431344;RS-NOVO TIRADENTES;0,4492;0
431346;RS-NOVO XINGU;0,483;174,5200698
431349;RS-NOVO BARREIRO;0,4492;456,2920269
431350;RS-OSÓRIO;0,6219;304,3875288
431360;RS-PAIM FILHO;0,5243;26,12330199
431365;RS-PALMARES DO SUL;0,617;291,5709489
431370;RS-PALMEIRA DAS MISSÕES;0,5423;174,1584842
431380;RS-PALMITINHO;0,4316;141,7032733
431390;RS-PANAMBI;0,7233;212,9754735
431395;RS-PANTANO GRANDE;0,4785;207,1070416
431400;RS-PARAÍ;0,7867;208,9591224
431402;RS-PARAÍSO DO SUL;0,6234;157,6665353
431403;RS-PARECI NOVO;0,8229;156,3721658
431405;RS-PAROBÉ;0,6888;367,2432729
431406;RS-PASSA SETE;0,5053;70,15082427
431407;RS-PASSO DO SOBRADO;0,5741;153,0221882
431410;RS-PASSO FUNDO;0,6429;237,1172058
431413;RS-PAULO BENTO;0,6886;87,22197994
431415;RS-PAVERAMA;0,6201;176,7408978
431417;RS-PEDRAS ALTAS;0,3439;0
431420;RS-PEDRO OSÓRIO;0,3841;206,9857697
431430;RS-PEJUÇARA;0,6502;180,6917914
431440;RS-PELOTAS;0,5441;228,6765672
431442;RS-PICADA CAFÉ;0,7883;139,3242773
431445;RS-PINHAL;0,5403;116,3241566
431446;RS-PINHAL DA SERRA;0,5713;309,1190108
431447;RS-PINHAL GRANDE;0,4885;91,95402299
431449;RS-PINHEIRINHO DO VALE;0,4985;143,7076576
431450;RS-PINHEIRO MACHADO;0,4136;171,1351968
431454;RS-PINTO BANDEIRA;0,8482;133,2001332
431455;RS-PIRAPÓ;0,4513;607,6388889
431460;RS-PIRATINI;0,4236;116,1496395
431470;RS-PLANALTO;0,5741;158,6671956
