muncod2;ufmun;VotBol2018;Obtos_100khabit
251203;PB-POÇO DANTAS;0,1005;102,8806584
251207;PB-POÇO DE JOSÉ DE MOURA;0,1548;46,43603436
251210;PB-POMBAL;0,3795;173,7751898
251220;PB-PRATA;0,2912;95,03444999
251230;PB-PRINCESA ISABEL;0,1528;201,3279075
251240;PB-PUXINANÃ;0,3417;51,16959064
251250;PB-QUEIMADAS;0,3014;122,8193873
251260;PB-QUIXABÁ;0,312;102,2494888
251270;PB-REMÍGIO;0,2273;112,1247643
251272;PB-PEDRO RÉGIS;0,2819;98,53834784
251274;PB-RIACHÃO;0,2426;111,4827202
251275;PB-RIACHÃO DO BACAMARTE;0,2021;0
251276;PB-RIACHÃO DO POÇO;0,2718;66,53359947
251278;PB-RIACHO DE SANTO ANTÔNIO;0,2793;102,6694045
251280;PB-RIACHO DOS CAVALOS;0,148;140,7459536
251290;PB-RIO TINTO;0,2876;194,407677
251300;PB-SALGADINHO;0,1928;25,74002574
251310;PB-SALGADO DE SÃO FÉLIX;0,2648;98,84678748
251315;PB-SANTA CECÍLIA;0,2105;30,49710278
251320;PB-SANTA CRUZ;0,1411;91,14385539
251330;PB-SANTA HELENA;0,0989;118,8656818
251335;PB-SANTA INÊS;0,0774;139,0820584
251340;PB-SANTA LUZIA;0,3051;143,0243141
251350;PB-SANTANA DE MANGUEIRA;0,0929;38,74467261
251360;PB-SANTANA DOS GARROTES;0,214;113,7818234
251365;PB-SANTARÉM;0,1307;75,87253414
251370;PB-SANTA RITA;0,4256;208,6597455
251380;PB-SANTA TERESINHA;0,2693;240,5423136
251385;PB-SANTO ANDRÉ;0,2013;79,33359778
251390;PB-SÃO BENTO;0,4771;167,4943434
251392;PB-SÃO BENTINHO;0,1829;66,23978803
251394;PB-SÃO DOMINGOS DO CARIRI;0,3135;114,7227533
251396;PB-SÃO DOMINGOS DE POMBAL;0,2222;32,5414904
251398;PB-SÃO FRANCISCO;0,2101;58,96226415
251400;PB-SÃO JOÃO DO CARIRI;0,1941;23,81519409
251410;PB-SÃO JOÃO DO TIGRE;0,1625;90,45680687
251420;PB-SÃO JOSÉ DA LAGOA TAPADA;0,1374;39,31847969
251430;PB-SÃO JOSÉ DE CAIANA;0,1292;62,90297217
251440;PB-SÃO JOSÉ DE ESPINHARAS;0,2229;106,7919692
251445;PB-SÃO JOSÉ DOS RAMOS;0,237;100,7218399
251450;PB-SÃO JOSÉ DE PIRANHAS;0,148;207,3971656
251455;PB-SÃO JOSÉ DE PRINCESA;0,0806;24,98126405
251460;PB-SÃO JOSÉ DO BONFIM;0,274;140,5678943
251465;PB-SÃO JOSÉ DO BREJO DO CRUZ;0,2493;55,5247085
251470;PB-SÃO JOSÉ DO SABUGI;0,2432;120,7437817
251480;PB-SÃO JOSÉ DOS CORDEIROS;0,1577;137,8169791
251490;PB-SÃO MAMEDE;0,2927;375,4531331
251500;PB-SÃO MIGUEL DE TAIPU;0,315;108,577633
251510;PB-SÃO SEBASTIÃO DE LAGOA DE ROÇA;0,346;120,058314
251520;PB-SÃO SEBASTIÃO DO UMBUZEIRO;0,1404;114,6460304
251530;PB-SAPÉ;0,298;184,3230404
251540;PB-SERIDÓ;0,1764;27,84222738
251550;PB-SERRA BRANCA;0,2668;204,3944813
251560;PB-SERRA DA RAIZ;0,2911;127,064803
251570;PB-SERRA GRANDE;0,1301;137,504297
251580;PB-SERRA REDONDA;0,2214;99,41769635
251590;PB-SERRARIA;0,2204;180,3574356
251593;PB-SERTÃOZINHO;0,2465;119,4267516
251597;PB-SOBRADO;0,2983;115,636644
251600;PB-SOLÂNEA;0,2785;162,8356118
251610;PB-SOLEDADE;0,2821;86,73026886
251615;PB-SOSSÊGO;0,1367;28,12939522
251620;PB-SOUSA;0,2668;142,5609124
251630;PB-SUMÉ;0,1936;194,5066604
251640;PB-CAMPO DE SANTANA;0,2124;64,15543946
251650;PB-TAPEROÁ;0,2004;91,05098855
251660;PB-TAVARES;0,1095;88,27923401
251670;PB-TEIXEIRA;0,196;211,0678715
251675;PB-TENÓRIO;0,1306;65,40222368
251680;PB-TRIUNFO;0,1089;95,18773136
251690;PB-UIRAÚNA;0,1673;170,5812885
251700;PB-UMBUZEIRO;0,1947;90,84485717
251710;PB-VÁRZEA;0,1799;35,58718861
251720;PB-VIEIRÓPOLIS;0,153;37,39715782
251740;PB-ZABELÊ;0,1612;44,64285714
260005;PE-ABREU E LIMA;0,4093;197,019702
260010;PE-AFOGADOS DA INGAZEIRA;0,2275;161,0349177
260020;PE-AFRÂNIO;0,1889;71,30124777
260030;PE-AGRESTINA;0,2076;204,9427366
260040;PE-ÁGUA PRETA;0,1953;157,7329961
260050;PE-ÁGUAS BELAS;0,1888;64,45227079
260060;PE-ALAGOINHA;0,12;136,6493577
260070;PE-ALIANÇA;0,2561;127,650706
260080;PE-ALTINHO;0,2165;82,70938534
260090;PE-AMARAJI;0,2663;127,0314074
260100;PE-ANGELIM;0,263;53,81165919
260105;PE-ARAÇOIABA;0,2433;131,5533034
260110;PE-ARARIPINA;0,1731;145,7035229
260120;PE-ARCOVERDE;0,2748;147,972773
260130;PE-BARRA DE GUABIRABA;0,3546;97,32360097
260140;PE-BARREIROS;0,3074;124,2410746
260150;PE-BELÉM DE MARIA;0,2162;49,69767249
260160;PE-BELÉM DE SÃO FRANCISCO;0,1188;43,41743451
260170;PE-BELO JARDIM;0,313;121,6656419
260180;PE-BETÂNIA;0,0809;78,62253322
260190;PE-BEZERROS;0,2619;169,4134675
260200;PE-BODOCÓ;0,0898;70,78068474
260210;PE-BOM CONSELHO;0,1883;94,73987725
260220;PE-BOM JARDIM;0,2283;137,8113516
260230;PE-BONITO;0,3461;89,15928043
260240;PE-BREJÃO;0,201;55,59879907
260250;PE-BREJINHO;0,1492;240,4167223
260260;PE-BREJO DA MADRE DE DEUS;0,2921;92,62543849
260270;PE-BUENOS AIRES;0,1964;144,431775
260280;PE-BUÍQUE;0,1095;68,51896262
260290;PE-CABO DE SANTO AGOSTINHO;0,3146;206,715351
260300;PE-CABROBÓ;0,1464;67,21019257
260310;PE-CACHOEIRINHA;0,2468;112,8557409
260320;PE-CAETÉS;0,0827;59,15306726
260330;PE-CALÇADO;0,1258;27,14195241
260340;PE-CALUMBI;0,0903;52,17391304
260345;PE-CAMARAGIBE;0,4507;217,9587906
260350;PE-CAMOCIM DE SÃO FÉLIX;0,2725;74,60698108
260360;PE-CAMUTANGA;0,3113;280,6689276
260370;PE-CANHOTINHO;0,2769;108,8534107
260380;PE-CAPOEIRAS;0,1117;99,76057462
260390;PE-CARNAÍBA;0,1078;153,4448366
260392;PE-CARNAUBEIRA DA PENHA;0,0477;23,19826786
260400;PE-CARPINA;0,4291;142,2747217
260410;PE-CARUARU;0,4603;157,8431427
260415;PE-CASINHAS;0,1594;62,75712991
260420;PE-CATENDE;0,2291;114,2404178
260430;PE-CEDRO;0,1085;118,5737274
260440;PE-CHÃ DE ALEGRIA;0,2416;140,5533363
260450;PE-CHÃ GRANDE;0,2924;101,3918333
260460;PE-CONDADO;0,2902;124,9006472
260470;PE-CORRENTES;0,1092;43,93914429
260480;PE-CORTÊS;0,2508;127,2062331
260490;PE-CUMARU;0,2111;146,708234
260500;PE-CUPIRA;0,2986;165,9269092
260510;PE-CUSTÓDIA;0,108;123,9524669
260515;PE-DORMENTES;0,1794;37,02136662
260520;PE-ESCADA;0,2738;121,9600726
260530;PE-EXU;0,0997;125,6873527
260540;PE-FEIRA NOVA;0,3383;167,1862998
260545;PE-FERNANDO DE NORONHA;0,5114;65,3381248
260550;PE-FERREIROS;0,2798;107,234183
260560;PE-FLORES;0,1068;128,1824611
260570;PE-FLORESTA;0,1201;54,75618289
260580;PE-FREI MIGUELINHO;0,2397;116,4520929
260590;PE-GAMELEIRA;0,2725;99,83253897
260600;PE-GARANHUNS;0,2778;135,2047386
260610;PE-GLÓRIA DO GOITÁ;0,2337;127,4343223
260620;PE-GOIANA;0,3338;170,5158103
260630;PE-GRANITO;0,1166;40,07480631
260640;PE-GRAVATÁ;0,3443;147,4891167
260650;PE-IATI;0,11;62,50976715
260660;PE-IBIMIRIM;0,0998;78,67282367
260670;PE-IBIRAJUBA;0,1777;103,06622
260680;PE-IGARASSU;0,3385;169,2032918
260690;PE-IGUARACI;0,1403;196,2708538
260700;PE-INAJÁ;0,07;21,50815159
260710;PE-INGAZEIRA;0,1251;109,9384345
260720;PE-IPOJUCA;0,222;150,7213837
260730;PE-IPUBI;0,1511;162,0535425
260740;PE-ITACURUBA;0,0961;101,6673444
260750;PE-ITAÍBA;0,1138;37,95210444
260760;PE-ITAMARACÁ;0,2881;91,40071597
260765;PE-ITAMBÉ;0,2686;126,2106621
260770;PE-ITAPETIM;0,1739;168,9189189
260775;PE-ITAPISSUMA;0,2554;146,3359724
260780;PE-ITAQUITINGA;0,257;176,9389561
260790;PE-JABOATÃO DOS GUARARAPES;0,4662;200,9118636
260795;PE-JAQUEIRA;0,2525;111,5305422
260800;PE-JATAÚBA;0,1728;75,80174927
260805;PE-JATOBÁ;0,1373;54,06866721
260810;PE-JOÃO ALFREDO;0,2189;109,396251
260820;PE-JOAQUIM NABUCO;0,2261;149,7846845
260825;PE-JUCATI;0,1286;70,0280112
260830;PE-JUPI;0,1525;114,5861418
260840;PE-JUREMA;0,2022;123,5531278
260845;PE-LAGOA DO CARRO;0,2995;116,2082895
260850;PE-LAGOA DO ITAENGA;0,3531;107,3311867
260860;PE-LAGOA DO OURO;0,1207;76,07455306
260870;PE-LAGOA DOS GATOS;0,173;55,24861878
260875;PE-LAGOA GRANDE;0,1686;89,84024062
260880;PE-LAJEDO;0,3269;131,5528197
260890;PE-LIMOEIRO;0,281;156,4444444
260900;PE-MACAPARANA;0,323;98,51828499
260910;PE-MACHADOS;0,1987;80,80556937
260915;PE-MANARI;0,0759;23,32742372
260920;PE-MARAIAL;0,2235;88,14455707
260930;PE-MIRANDIBA;0,149;110,4613385
260940;PE-MORENO;0,3214;148,1269113
260950;PE-NAZARÉ DA MATA;0,3713;203,258292
260960;PE-OLINDA;0,4349;211,7294551
260970;PE-OROBÓ;0,191;75,36426059
260980;PE-OROCÓ;0,1774;73,37735975
260990;PE-OURICURI;0,1123;107,9773679
261000;PE-PALMARES;0,2642;156,5217391
261010;PE-PALMEIRINA;0,1117;77,99298063
261020;PE-PANELAS;0,3646;94,43227317
261030;PE-PARANATAMA;0,1294;121,4961382
261040;PE-PARNAMIRIM;0,0829;136,3016811
261050;PE-PASSIRA;0,2206;162,4442678
261060;PE-PAUDALHO;0,3625;166,3540155
261070;PE-PAULISTA;0,4509;203,4517473
261080;PE-PEDRA;0,1693;75,16469912
261090;PE-PESQUEIRA;0,1556;135,0248535
261100;PE-PETROLÂNDIA;0,1867;79,34770712
261110;PE-PETROLINA;0,3197;110,8422002
261120;PE-POÇÃO;0,1346;123,8718811
261130;PE-POMBOS;0,3048;132,8854601
261140;PE-PRIMAVERA;0,2494;120,2726179
261150;PE-QUIPAPÁ;0,1527;38,40688251
261153;PE-QUIXABA;0,0731;176,1338617
261160;PE-RECIFE;0,475;250,7706321
261170;PE-RIACHO DAS ALMAS;0,2704;92,47542101
261180;PE-RIBEIRÃO;0,2826;139,1964568
261190;PE-RIO FORMOSO;0,2594;140,2166985
261200;PE-SAIRÉ;0,291;50,34232783
261210;PE-SALGADINHO;0,2075;27,4750435
261220;PE-SALGUEIRO;0,1854;169,0464467
261230;PE-SALOÁ;0,1126;132,5506533
261240;PE-SANHARÓ;0,1928;86,91708866
261245;PE-SANTA CRUZ;0,1052;58,44914924
261247;PE-SANTA CRUZ DA BAIXA VERDE;0,1322;103,2401525
261250;PE-SANTA CRUZ DO CAPIBARIBE;0,5383;116,7347619
261255;PE-SANTA FILOMENA;0,0998;69,07508462
261260;PE-SANTA MARIA DA BOA VISTA;0,1378;26,23357421
261270;PE-SANTA MARIA DO CAMBUCÁ;0,2723;106,1045483
261280;PE-SANTA TEREZINHA;0,1458;203,1316124
261290;PE-SÃO BENEDITO DO SUL;0,1704;69,20415225
261300;PE-SÃO BENTO DO UNA;0,24;100,8335574
261310;PE-SÃO CAITANO;0,2291;128,8763592
261320;PE-SÃO JOÃO;0,1398;78,97161409
261330;PE-SÃO JOAQUIM DO MONTE;0,2803;107,6980708
261340;PE-SÃO JOSÉ DA COROA GRANDE;0,3797;169,0299559
261350;PE-SÃO JOSÉ DO BELMONTE;0,1162;126,623281
261360;PE-SÃO JOSÉ DO EGITO;0,2161;123,7076964
261370;PE-SÃO LOURENÇO DA MATA;0,3756;181,9305838
261380;PE-SÃO VICENTE FERRER;0,2408;127,6501277
261390;PE-SERRA TALHADA;0,2273;167,9212507
261400;PE-SERRITA;0,0885;99,13905557
261410;PE-SERTÂNIA;0,1334;94,68905784
261420;PE-SIRINHAÉM;0,3169;80,67153603
261430;PE-MOREILÂNDIA;0,0801;35,49245785
261440;PE-SOLIDÃO;0,1003;49,94173464
261450;PE-SURUBIM;0,3287;101,3996221
261460;PE-TABIRA;0,1369;119,1560945
261470;PE-TACAIMBÓ;0,2195;69,9083424
261480;PE-TACARATU;0,108;85,38715311
261485;PE-TAMANDARÉ;0,3001;115,4438173
261500;PE-TAQUARITINGA DO NORTE;0,4343;66,02953953
261510;PE-TEREZINHA;0,1391;83,69368113
261520;PE-TERRA NOVA;0,0768;89,14421553
261530;PE-TIMBAÚBA;0,3294;173,5128814
261540;PE-TORITAMA;0,4299;72,97817289
261550;PE-TRACUNHAÉM;0,2866;145,2538311
261560;PE-TRINDADE;0,217;150,7159005
261570;PE-TRIUNFO;0,1532;118,0018356
261580;PE-TUPANATINGA;0,1252;32,96220334
261590;PE-TUPARETAMA;0,1091;243,8429651
261600;PE-VENTUROSA;0,1504;129,8560762
261610;PE-VERDEJANTE;0,1087;83,91021607
261618;PE-VERTENTE DO LÉRIO;0,1694;39,38041481
261620;PE-VERTENTES;0,3063;48,23693985
261630;PE-VICÊNCIA;0,3017;98,03020556
261640;PE-VITÓRIA DE SANTO ANTÃO;0,4235;181,6124592
261650;PE-XEXÉU;0,2317;156,196944
270010;AL-ÁGUA BRANCA;0,0786;74,2721331
270020;AL-ANADIA;0,2168;148,1903676
270030;AL-ARAPIRACA;0,4601;164,4034227
270040;AL-ATALAIA;0,3173;93,24997351
270050;AL-BARRA DE SANTO ANTÔNIO;0,3701;138,0868692
270060;AL-BARRA DE SÃO MIGUEL;0,5057;84,11439558
270070;AL-BATALHA;0,2486;82,27292672
270080;AL-BELÉM;0,2141;69,06077348
270090;AL-BELO MONTE;0,1424;119,3317422
270100;AL-BOCA DA MATA;0,3673;153,9533008
270110;AL-BRANQUINHA;0,236;85,76329331
270120;AL-CACIMBINHAS;0,2126;64,46859458
270130;AL-CAJUEIRO;0,2936;94,05568096
270135;AL-CAMPESTRE;0,2231;86,50519031
270140;AL-CAMPO ALEGRE;0,2689;112,156739
270150;AL-CAMPO GRANDE;0,1437;83,69951873
270160;AL-CANAPI;0,1062;39,49892789
270170;AL-CAPELA;0,3829;64,50477922
270180;AL-CARNEIROS;0,1238;66,0720185
270190;AL-CHÃ PRETA;0,2084;95,74613596
270200;AL-COITÉ DO NÓIA;0,1614;130,9267745
270210;AL-COLÔNIA LEOPOLDINA;0,3893;69,13079547
270220;AL-COQUEIRO SECO;0,3856;102,6518392
270230;AL-CORURIPE;0,5546;73,77092372
270235;AL-CRAÍBAS;0,1578;82,57979272
270240;AL-DELMIRO GOUVEIA;0,1511;161,4887727
270250;AL-DOIS RIACHOS;0,1943;45,14672686
270255;AL-ESTRELA DE ALAGOAS;0,1115;54,9299643
270260;AL-FEIRA GRANDE;0,1708;58,6483804
270270;AL-FELIZ DESERTO;0,3272;84,13967186
270280;AL-FLEXEIRAS;0,4761;140,7349492
270290;AL-GIRAU DO PONCIANO;0,1282;83,09504607
270300;AL-IBATEGUARA;0,3362;83,24795082
270310;AL-IGACI;0,1461;39,01525496
270320;AL-IGREJA NOVA;0,205;48,98159109
270330;AL-INHAPI;0,1145;38,07451727
270340;AL-JACARÉ DOS HOMENS;0,1271;38,07348182
270350;AL-JACUÍPE;0,2072;56,97194132
270360;AL-JAPARATINGA;0,4871;143,523502
270370;AL-JARAMATAIA;0,1414;17,33102253
270375;AL-JEQUIÁ DA PRAIA;0,4528;77,72020725
270380;AL-JOAQUIM GOMES;0,2353;83,35764598
270390;AL-JUNDIÁ;0,356;72,20216606
270400;AL-JUNQUEIRO;0,2868;141,5456788
270410;AL-LAGOA DA CANOA;0,2184;95,2274255
270420;AL-LIMOEIRO DE ANADIA;0,1915;76,82905535
270430;AL-MACEIÓ;0,6163;207,2725988
270440;AL-MAJOR ISIDORO;0,2467;100,9896991
270450;AL-MARAGOGI;0,5436;107,0205479
270460;AL-MARAVILHA;0,1573;98,22110662
270470;AL-MARECHAL DEODORO;0,5666;169,5535731
270480;AL-MARIBONDO;0,3018;135,7056695
270490;AL-MAR VERMELHO;0,2395;56,91519636
270500;AL-MATA GRANDE;0,1385;47,58883249
270510;AL-MATRIZ DE CAMARAGIBE;0,4862;137,9758137
270520;AL-MESSIAS;0,3834;145,609319
270530;AL-MINADOR DO NEGRÃO;0,1848;93,82623381
270540;AL-MONTEIRÓPOLIS;0,1502;41,90529404
270550;AL-MURICI;0,3653;162,9125939
270560;AL-NOVO LINO;0,4181;86,68242711
270570;AL-OLHO D'ÁGUA DAS FLORES;0,3018;138,3253412
270580;AL-OLHO D'ÁGUA DO CASADO;0,0663;53,34471354
270590;AL-OLHO D'ÁGUA GRANDE;0,1222;175,6783135
270600;AL-OLIVENÇA;0,1633;77,42601514
270610;AL-OURO BRANCO;0,1384;52,19206681
270620;AL-PALESTINA;0,1574;59,86828976
270630;AL-PALMEIRA DOS ÍNDIOS;0,3237;131,1152995
270640;AL-PÃO DE AÇÚCAR;0,1974;90,16762982
270642;AL-PARICONHA;0,0608;9,493971328
270644;AL-PARIPUEIRA;0,529;136,6120219
270650;AL-PASSO DE CAMARAGIBE;0,3439;91,833388
270660;AL-PAULO JACINTO;0,2747;132,2051824
270670;AL-PENEDO;0,3579;72,23277798
270680;AL-PIAÇABUÇU;0,2753;106,5799069
270690;AL-PILAR;0,4677;105,3800803
270700;AL-PINDOBA;0,2819;34,38789546
270710;AL-PIRANHAS;0,1;59,90654579
270720;AL-POÇO DAS TRINCHEIRAS;0,0912;41,70721535
270730;AL-PORTO CALVO;0,4987;121,4798454
270740;AL-PORTO DE PEDRAS;0,4156;128,4356537
270750;AL-PORTO REAL DO COLÉGIO;0,164;64,78620552
270760;AL-QUEBRANGULO;0,2205;97,39684788
270770;AL-RIO LARGO;0,4972;165,0692226
270780;AL-ROTEIRO;0,3355;165,0660264
270790;AL-SANTA LUZIA DO NORTE;0,3873;109,6491228
270800;AL-SANTANA DO IPANEMA;0,2116;144,7937214
270810;AL-SANTANA DO MUNDAÚ;0,1894;121,0428305
270820;AL-SÃO BRÁS;0,2207;43,09725614
270830;AL-SÃO JOSÉ DA LAJE;0,3688;96,12571572
270840;AL-SÃO JOSÉ DA TAPERA;0,1294;96,09423435
270850;AL-SÃO LUÍS DO QUITUNDE;0,4192;69,45449284
270860;AL-SÃO MIGUEL DOS CAMPOS;0,5113;120,8143541
270870;AL-SÃO MIGUEL DOS MILAGRES;0,4912;125,7703434
270880;AL-SÃO SEBASTIÃO;0,2042;73,20215507
270890;AL-SATUBA;0,5104;216,9511137
270895;AL-SENADOR RUI PALMEIRA;0,128;72,09805335
270900;AL-TANQUE D'ARCA;0,1444;64,91398896
270910;AL-TAQUARANA;0,2129;55,05505506
270915;AL-TEOTÔNIO VILELA;0,3556;131,3138174
270920;AL-TRAIPU;0,1351;57,73047086
270930;AL-UNIÃO DOS PALMARES;0,3329;112,7859658
270940;AL-VIÇOSA;0,3139;124,3539424
280010;SE-AMPARO DE SÃO FRANCISCO;0,2585;126,3689975
280020;SE-AQUIDABÃ;0,2028;153,0399295
280030;SE-ARACAJU;0,4724;304,7123877
280040;SE-ARAUÁ;0,1971;188,9419252
280050;SE-AREIA BRANCA;0,2875;215,7264589
280060;SE-BARRA DOS COQUEIROS;0,4205;259,8085967
280067;SE-BOQUIM;0,2684;190,1849642
280070;SE-BREJO GRANDE;0,1839;144,4217114
280100;SE-CAMPO DO BRITO;0,2268;138,0529019
280110;SE-CANHOBA;0,1631;99,8003992
280120;SE-CANINDÉ DE SÃO FRANCISCO;0,1803;117,0568562
280130;SE-CAPELA;0,2832;116,9146231
280140;SE-CARIRA;0,1917;172,0858618
280150;SE-CARMÓPOLIS;0,3509;198,3888421
280160;SE-CEDRO DE SÃO JOÃO;0,2802;288,2821774
280170;SE-CRISTINÁPOLIS;0,1675;145,4626832
280190;SE-CUMBE;0,3057;50,16302985
280200;SE-DIVINA PASTORA;0,1935;214,091086
280210;SE-ESTÂNCIA;0,2595;222,5948196
280220;SE-FEIRA NOVA;0,1973;125,3581662
280230;SE-FREI PAULO;0,387;175,0859218
280240;SE-GARARU;0,1297;103,4126163
280250;SE-GENERAL MAYNARD;0,259;239,0914525
280260;SE-GRACHO CARDOSO;0,1647;103,1282228
280270;SE-ILHA DAS FLORES;0,2186;176,056338
280280;SE-INDIAROBA;0,1543;122,5148967
280290;SE-ITABAIANA;0,3428;205,3926038
280300;SE-ITABAIANINHA;0,2982;138,3323793
280310;SE-ITABI;0,2554;20,39567612
280320;SE-ITAPORANGA D'AJUDA;0,2698;183,3740831
280330;SE-JAPARATUBA;0,2583;240,0896335
280340;SE-JAPOATÃ;0,1789;148,8759863
280350;SE-LAGARTO;0,2652;174,3161444
280360;SE-LARANJEIRAS;0,3089;174,3445316
280370;SE-MACAMBIRA;0,284;101,1706894
280380;SE-MALHADA DOS BOIS;0,1904;108,6366105
280390;SE-MALHADOR;0,2202;150,5785386
280400;SE-MARUIM;0,21;232,3825016
280410;SE-MOITA BONITA;0,3178;105,8667843
280420;SE-MONTE ALEGRE DE SERGIPE;0,2087;66,52917304
280430;SE-MURIBECA;0,2366;170,4918033
280440;SE-NEÓPOLIS;0,2342;192,3179657
280445;SE-NOSSA SENHORA APARECIDA;0,2893;125,056844
280450;SE-NOSSA SENHORA DA GLÓRIA;0,1823;167,9124689
280460;SE-NOSSA SENHORA DAS DORES;0,3099;165,2333922
280470;SE-NOSSA SENHORA DE LOURDES;0,1683;107,9747031
280480;SE-NOSSA SENHORA DO SOCORRO;0,4307;253,229355
280490;SE-PACATUBA;0,1734;124,7574161
280500;SE-PEDRA MOLE;0,3545;122,6617602
280510;SE-PEDRINHAS;0,2258;124,9739638
280520;SE-PINHÃO;0,2274;212,8953771
280530;SE-PIRAMBU;0,277;247,8448276
280540;SE-POÇO REDONDO;0,2041;77,64198418
280550;SE-POÇO VERDE;0,1757;155,9339177
280560;SE-PORTO DA FOLHA;0,189;101,412785
280570;SE-PROPRIÁ;0,3355;202,5248093
280580;SE-RIACHÃO DO DANTAS;0,1664;141,3784398
280590;SE-RIACHUELO;0,2172;137,0801919
280600;SE-RIBEIRÓPOLIS;0,3267;144,7565945
280610;SE-ROSÁRIO DO CATETE;0,2214;138,1851681
280620;SE-SALGADO;0,1963;190,0190019
280630;SE-SANTA LUZIA DO ITANHY;0,1632;85,50053438
280640;SE-SANTANA DO SÃO FRANCISCO;0,2316;179,9485861
280650;SE-SANTA ROSA DE LIMA;0,2389;204,4467161
280660;SE-SANTO AMARO DAS BROTAS;0,1341;140,4726491
280670;SE-SÃO CRISTÓVÃO;0,3604;220,9343636
280680;SE-SÃO DOMINGOS;0,3557;260,3932836
280690;SE-SÃO FRANCISCO;0,1935;241,6756176
280700;SE-SÃO MIGUEL DO ALEIXO;0,1984;76,33587786
280710;SE-SIMÃO DIAS;0,2066;177,8480387
280720;SE-SIRIRI;0,2352;112,4479928
280730;SE-TELHA;0,2968;216,9197397
280740;SE-TOBIAS BARRETO;0,2438;149,4510548
280750;SE-TOMAR DO GERU;0,2407;132,9787234
280760;SE-UMBAÚBA;0,2584;146,2797501
290010;BA-ABAÍRA;0,3927;114,4295686
290020;BA-ABARÉ;0,2179;44,80732849
290030;BA-ACAJUTIBA;0,1989;98,95111815
290035;BA-ADUSTINA;0,139;70,42253521
290040;BA-ÁGUA FRIA;0,1604;58,92751915
290050;BA-ÉRICO CARDOSO;0,2192;18,85014138
290060;BA-AIQUARA;0,1848;247,4134053
290070;BA-ALAGOINHAS;0,3247;147,1015066
290080;BA-ALCOBAÇA;0,2408;97,90832221
290090;BA-ALMADINA;0,199;164,7144949
290100;BA-AMARGOSA;0,3322;126,2049891
290110;BA-AMÉLIA RODRIGUES;0,1964;151,38236
290115;BA-AMÉRICA DOURADA;0,1219;43,49446999
290120;BA-ANAGÉ;0,2067;77,25516928
290130;BA-ANDARAÍ;0,1252;45,6516777
290135;BA-ANDORINHA;0,0792;82,21993834
290140;BA-ANGICAL;0,1773;78,70072262
290150;BA-ANGUERA;0,1383;8,911861688
290160;BA-ANTAS;0,2018;36,28635115
290170;BA-ANTÔNIO CARDOSO;0,1061;59,91611744
290180;BA-ANTÔNIO GONÇALVES;0,2274;67,80810307
290190;BA-APORÁ;0,1955;101,5171169
290195;BA-APUAREMA;0,2338;122,7830832
290200;BA-ARACATU;0,1924;106,5854587
290205;BA-ARAÇAS;0,1722;57,48542334
290210;BA-ARACI;0,127;77,2356976
290220;BA-ARAMARI;0,1238;96,51662718
290225;BA-ARATACA;0,2725;127,0532716
290230;BA-ARATUÍPE;0,1514;101,9830028
290240;BA-AURELINO LEAL;0,1977;216,8068684
290250;BA-BAIANÓPOLIS;0,2178;57,64934784
290260;BA-BAIXA GRANDE;0,2578;48,856752
290265;BA-BANZAÊ;0,2084;52,91405246
290270;BA-BARRA;0,2321;72,79107096
290280;BA-BARRA DA ESTIVA;0,1967;82,53228469
290290;BA-BARRA DO CHOÇA;0,092;85,43492706
290300;BA-BARRA DO MENDES;0,2568;79,33645871
290310;BA-BARRA DO ROCHA;0,4053;87,50437522
290320;BA-BARREIRAS;0,1562;160,8347969
290323;BA-BARRO ALTO;0,2876;53,57980042
290327;BA-BARROCAS;0,1435;118,9135061
290340;BA-BELMONTE;0,2696;81,44718793
290350;BA-BELO CAMPO;0,2562;52,29213875
290360;BA-BIRITINGA;0,0945;37,54928343
290370;BA-BOA NOVA;0,1187;87,07353756
290380;BA-BOA VISTA DO TUPIM;0,2627;21,53316107
290390;BA-BOM JESUS DA LAPA;0,1992;82,43188523
290395;BA-BOM JESUS DA SERRA;0,0971;80,97165992
290400;BA-BONINAL;0,2386;48,71937639
290405;BA-BONITO;0,1446;59,65163445
290410;BA-BOQUIRA;0,0799;46,49432769
290420;BA-BOTUPORÃ;0,1503;29,38008031
290430;BA-BREJÕES;0,228;62,9590766
290440;BA-BREJOLÂNDIA;0,2373;75,77910391
290450;BA-BROTAS DE MACAÚBAS;0,2638;9,774215619
290460;BA-BRUMADO;0,3218;257,4596324
290470;BA-BUERAREMA;0,5526;201,6458663
290475;BA-BURITIRAMA;0,1932;94,45546425
290480;BA-CAATIBA;0,3342;133,1754957
290485;BA-CABACEIRAS DO PARAGUAÇU;0,1349;21,26867656
290490;BA-CACHOEIRA;0,1617;62,74275471
290500;BA-CACULÉ;0,3074;47,47518343
290510;BA-CAÉM;0,1256;75,97959405
290515;BA-CAETANOS;0,0875;68,766332
290520;BA-CAETITÉ;0,2066;45,12015694
290530;BA-CAFARNAUM;0,2282;92,20589033
290540;BA-CAIRU;0,2993;71,52288732
290550;BA-CALDEIRÃO GRANDE;0,1168;45,02138516
290560;BA-CAMACAN;0,3681;218,832062
290570;BA-CAMAÇARI;0,3511;181,5252129
290580;BA-CAMAMU;0,3473;127,420999
290590;BA-CAMPO ALEGRE DE LOURDES;0,1056;83,33912077
290600;BA-CAMPO FORMOSO;0,2356;75,83630593
